Station code,Name of the Monitoring Location,State Name,Temperature 0 C_min,Temperature 0 C_max,Dissolved Oxygen mg L_min,Dissolved Oxygen mg L_MAX,pH6.5 MIN,pH6.5 MAX,Conductivity µmho cm MIN,conductivity µmho cm MAX,Bio-chemical Oxygen Demand mg L,Bio-chemical Oxygen Demand mg L MAX,Nitrate mg L MIN,Nitrate mgL MAX,Fecal Coliform MIN,Fecacal coliform MAX,Total Coliform MPN 100 mL MIN,Total Coliform MPN 100 mL2 MAX,Year,aquatic_score,water_type,pH_category
4577,"RIVER   NARMADA  AT CHANDANGHAT NEAR  ROAD  BRIDGE, DINDORI",MADHYA PRADESH,21.0,30.5,7.0,8.3,7.79,8.22,206.0,718.0,1.1,1.5,0.7343646138807429,0.4,3538.5852697095434,94402.99494284726,31.0,50.0,2022,3,Good,Neutral (6.5–8.5)
4579,"RIVER  NARMADA  AT DINDORI  D/S  AFTER MIXING       TO       CITY DOMESTIC           NEAR
JOGOTIKARIA GHAT",MADHYA PRADESH,21.0,30.2,6.8,8.6,7.76,8.32,242.0,3682.0,1.4,2.0,0.32,0.64,3538.5852697095434,94402.99494284726,47.0,70.0,2022,3,Good,Neutral (6.5–8.5)
4580,"RIVER          NARMADA
NEAR              BHAIRAV
TAMPLE                     AT SHHASTRADHARA MANDLA",MADHYA PRADESH,18.2,23.9,7.6,8.1,7.3,8.23,188.0,331.0,1.3,1.8,0.27,1.0,2.0,6.0,25.0,120.0,2022,4,Excellent,Neutral (6.5–8.5)
4581,"RIVER          NARMADA NEAR   ROAD   BRIDGE
(D/S     BARGI     DAM) JABALPUR",MADHYA PRADESH,18.3,22.6,7.2,8.1,7.26,8.61,258.0,347.0,1.2,1.8,0.7343646138807429,1.0,3.0,6.0,31.0,84.0,2022,3,Good,Neutral (6.5–8.5)
4582,"RIVER  NARMADA  AT JAMTARA,            NEAR
RAILWAY BRIDGE",MADHYA PRADESH,18.2,23.3,7.0,8.3,7.18,8.27,230.0,377.0,1.1,1.8,0.14,1.0,3.0,6.0,27.0,84.0,2022,4,Excellent,Neutral (6.5–8.5)
4583,RIVER          NARMADA NEAR   ROAD   BRIDGE JHANSINGHAT JABALPUR,MADHYA PRADESH,18.2,25.3,7.5,8.2,7.31,8.44,198.0,340.0,1.1,1.9,0.29,1.34,3538.5852697095434,94402.99494284726,17.0,47.0,2022,3,Good,Neutral (6.5–8.5)
4584,"RIVER NARMADA N.H.
44        NEAR        ROAD BRIDGE  AT  BARMAN. JABALPUR",MADHYA PRADESH,18.3,25.3,7.3,8.6,7.3,8.8,212.0,302.0,1.2,1.8,0.27,1.0,3538.5852697095434,94402.99494284726,17.0,170.0,2022,2,Moderate,Neutral (6.5–8.5)
4585,"RIVER         NARMADA, BARMANGHAT,      100 MDS OF MAINGHAT",MADHYA PRADESH,1.6,25.2,7.4,8.1,7.3,8.6,215.0,328.0,1.3,1.8,0.28,1.4,2.0,2.7,17.0,190.0,2022,3,Good,Neutral (6.5–8.5)
4586,"RIVER NARMADA S.N.
44        NEAR        ROAD BRIDGE                 NEAR JHILKOLI NARSINGPUR",MADHYA PRADESH,18.1,25.3,7.3,8.0,7.3,8.2,204.0,306.0,1.1,1.9,0.29,1.6,2.0,2.0,17.0,63.0,2022,4,Excellent,Neutral (6.5–8.5)
4587,"RIVER  NARMADA  AT NEAR  ROAD  BRIDGE, SANDIA",MADHYA PRADESH,18.0,29.0,7.3,8.5,7.72,8.18,220.0,298.0,1.1,1.6,1.03,2.23,17.0,70.0,23.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
4588,"RIVER NARMADA   AT UP-       STREAM       OF VILLAGE   JAIT   NEAR NARYANAPURA
DISTRICT SEHORE",MADHYA PRADESH,16.0,31.0,5.2,9.7,7.61,8.15,176.0,367.0,1.1,1.8,1.72,8.94,2.0,58.0,58.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
4589,RIVER  NARMADA  AT D/S OF VILL. JAIT,MADHYA PRADESH,17.0,32.0,5.2,9.2,7.31,8.28,179.0,366.0,1.1,2.3,1.49,12.28,3.0,39.0,84.0,220.0,2022,4,Excellent,Neutral (6.5–8.5)
4590,RIVER  NARMADA  AT UP-STREAM   BEFORE CONFLUENCE           OF RIVER    TAWA    NEAR BANDRABHAN DISTRICT SEHORE,MADHYA PRADESH,17.0,31.0,5.7,9.3,7.21,8.24,178.0,371.0,1.2,1.6,1.53,12.24,2.0,63.0,79.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
4591,"RIVER  NARMADA  AT DOWN-STREAM AFTER   CONFLUENCE OF       RIVER       TAWA NEAR RAMNAGAR,DISTRICT SEHORE (M.P.)",MADHYA PRADESH,18.0,31.0,5.6,10.2,7.17,8.32,179.0,354.0,1.1,1.6,1.52,8.94,3.6,84.0,110.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
4592,"RIVER  NARMADA  AT BUDHNIGHAT, BUDHNI        DISTRICT SEHORE( M.P.)",MADHYA PRADESH,17.0,33.0,5.1,10.0,7.3,8.18,202.0,386.0,1.1,1.6,0.33,16.56,2.0,58.0,70.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
4593,"RIVER  NARMADA  AT DOWN-STREAM      OF TEXTILE                UNIT VILLAGE.    HOLIPURA BUDNI           DISTRICT
SEHORE (M.P.)",MADHYA PRADESH,16.0,32.0,5.8,9.9,7.36,8.23,174.0,395.0,1.1,1.7,1.44,7.91,3.0,63.0,130.0,430.0,2022,4,Excellent,Neutral (6.5–8.5)
4596,RIVER  NARMADA  AT HANUWANTIA    DIST. KHANDWA,MADHYA PRADESH,20.0,21.5,7.0,8.4,8.04,8.5,220.0,308.0,1.1,1.1,0.55,1.22,3538.5852697095434,94402.99494284726,32.0,46.0,2022,3,Good,Neutral (6.5–8.5)
4597,RIVER  NARMADA  AT U/S OMKAREWHWAR DAM KHANDWA,MADHYA PRADESH,20.0,21.5,6.8,8.4,7.66,8.5,220.0,307.0,1.1,1.1,0.5,0.98,3538.5852697095434,94402.99494284726,33.0,48.0,2022,3,Good,Neutral (6.5–8.5)
4598,"RIVER          NARMADA
RIVER                          AT
DHARESHWAR",MADHYA PRADESH,19.0,21.5,7.0,8.3,8.0,8.45,226.0,336.0,1.1,1.2,0.43,1.05,3538.5852697095434,94402.99494284726,33.0,49.0,2022,3,Good,Neutral (6.5–8.5)
4599,RIVER          NARMADA NEAR    W/S    INTAKE JALLOD,MADHYA PRADESH,20.0,21.5,7.0,8.4,8.0,8.5,213.0,394.0,2.6251969852689276,5.892971727105102,0.44,1.08,3538.5852697095434,94402.99494284726,31.0,48.0,2022,2,Moderate,Neutral (6.5–8.5)
4600,"RIVER          NARMADA
RIVER                          AT
SHAHASTRADHARA (JALKOTI)",MADHYA PRADESH,20.0,22.0,6.6,8.4,7.52,8.5,276.0,408.0,1.1,1.1,0.51,0.92,3538.5852697095434,94402.99494284726,4.0,49.0,2022,3,Good,Neutral (6.5–8.5)
4601,"RIVER  NARMADA  AT
KHALGHAT",MADHYA PRADESH,20.0,21.8,2.4,8.6,7.76,8.55,196.0,330.0,1.1,1.1,0.58,1.23,3538.5852697095434,94402.99494284726,31.0,48.0,2022,1,Polluted,Neutral (6.5–8.5)
4602,RIVER          NARMADA RIVER   AT   SEMALDA U/S OF BARWANI,MADHYA PRADESH,20.0,22.0,7.0,8.1,7.75,8.5,210.0,408.0,1.1,1.2,0.65,1.08,3538.5852697095434,94402.99494284726,40.0,48.0,2022,3,Good,Neutral (6.5–8.5)
4603,RIVER  NARMADA  AT KOTESHWAR,MADHYA PRADESH,20.0,21.8,6.9,8.3,8.15,8.5,292.0,374.0,1.1,1.1,0.57,1.21,3538.5852697095434,94402.99494284726,40.0,49.0,2022,3,Good,Neutral (6.5–8.5)
4605,"RIVER  NARMADA  AT KAKRANA, INTERSTATE
BOUNDRY, ALIRAJPUR",MADHYA PRADESH,20.0,22.0,7.4,8.4,8.0,8.5,273.0,833.0,1.1,1.2,0.7343646138807429,1.11,3538.5852697095434,94402.99494284726,40.0,49.0,2022,3,Good,Neutral (6.5–8.5)
30048,"RIVER  NARMADA  AT NAVAGAM,          NEAR GORA               COLONY, KEVADIA,      GUJARAT (GUJARAT               AND
MADHYA PRADESH)",GUJARAT,28.0,28.0,7.1,7.1,7.95,7.95,285.0,285.0,2.6251969852689276,5.892971727105102,0.34,0.34,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
7,RIVER  NARMADA  AT GARUDESHWAR,GUJARAT,27.0,35.0,7.4,8.5,7.88,8.57,230.0,639.0,2.6251969852689276,5.892971727105102,0.7343646138807429,0.32,12.0,33.0,27.0,79.0,2022,2,Moderate,Neutral (6.5–8.5)
1244,"RIVER  NARMADA  AT PANETHA,",GUJARAT,27.0,35.0,7.1,8.4,7.9,8.5,236.0,602.0,5.0,5.0,0.7343646138807429,0.32,13.0,26.0,32.0,120.0,2022,3,Good,Neutral (6.5–8.5)
1245,"RIVER  NARMADA  AT CHANDOD,",GUJARAT,25.0,29.0,7.5,8.7,7.45,8.48,250.0,587.0,2.6251969852689276,5.892971727105102,0.33,1.35,4.0,21.0,33.0,110.0,2022,3,Good,Neutral (6.5–8.5)
1981,"RIVER  NARMADA  AT ZANOR              (NTPC), BHARUCHRIVER NARMADA AT ZANOR
(NTPC), BHARUCH",GUJARAT,24.0,32.0,6.9,8.2,7.48,8.46,262.0,589.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,17.0,49.0,46.0,110.0,2022,3,Good,Neutral (6.5–8.5)
1243,"RIVER  NARMADA  AT
BHARUCH, ZADESHVAR,",GUJARAT,24.0,32.0,6.7,7.6,7.71,8.39,222.0,6060.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,46.0,110.0,110.0,260.0,2022,3,Good,Neutral (6.5–8.5)
1236,"RIVER CHOTA TAWA BEFORE          CONFL.
WITH                 RIVER NARMADA, M.P.",MADHYA PRADESH,20.0,21.5,6.8,8.2,7.94,8.5,344.0,570.0,1.1,1.3,0.64,1.25,3538.5852697095434,94402.99494284726,39.0,63.0,2022,3,Good,Neutral (6.5–8.5)
2100,RIVER   GOUR   NEAR BHOGDWAR        WSS INTAKE POINT,MADHYA PRADESH,18.2,23.8,7.3,8.3,7.4,8.14,210.0,491.0,1.1,3.5,0.28,0.9,4.0,9.0,26.0,250.0,2022,3,Good,Neutral (6.5–8.5)
2101,RIVER  KATNI  NEAR NAGAR NIGAM,MADHYA PRADESH,19.5,30.5,6.2,8.9,7.42,7.92,288.0,314.0,1.1,1.8,0.51,1.14,2.0,10.0,39.0,46.0,2022,4,Excellent,Neutral (6.5–8.5)
2114,RIVER    KUNDA    AT KHARGONE,MADHYA PRADESH,19.0,22.0,1.1,7.5,7.31,8.6,364.0,1022.0,1.1,8.0,1.0,3.53,4.0,430.0,63.0,1600.0,2022,1,Polluted,Neutral (6.5–8.5)
3326,"RIVER    SIMRAR   AT KATNI    NEAR    ACC
W/S INTAKE POINT,",MADHYA PRADESH,20.5,30.6,6.1,8.9,7.32,8.14,294.0,374.0,1.2,1.8,0.12,1.16,2.0,6.0,31.0,94.0,2022,4,Excellent,Neutral (6.5–8.5)
3828,"RIVER   HIRAN, NH 7 ROAD             BRIDGE,
SIHORA,",MADHYA PRADESH,18.3,25.6,7.1,8.1,7.5,8.16,210.0,392.0,1.2,2.7,0.7343646138807429,1.1,2.0,4.0,17.0,94.0,2022,4,Excellent,Neutral (6.5–8.5)
3829,"RIVER  HIRAN,  NH  -
12    ROAD    BRIDGE VIL          VIKRAMPUR
,DIST NARSINGPUR",MADHYA PRADESH,18.3,25.4,6.4,7.8,7.3,8.36,204.0,381.0,1.2,2.0,0.24,2.2,2.0,4.0,17.0,210.0,2022,4,Excellent,Neutral (6.5–8.5)
4613,"RIVER HIRAN AFTER MIXING        PARIYAT RIVER   NEAR   ROAD BRIDGE     AT     VILL GANIYARI,",MADHYA PRADESH,18.4,24.6,5.0,8.1,6.88,8.06,240.0,644.0,1.4,14.0,0.7343646138807429,3.2,2.0,150.0,17.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
3305,"RIVER    BANJAR    AT MALANJKHAND NEAR   W/S   INTAKE POINT, JABALPUR",MADHYA PRADESH,18.4,26.0,7.1,8.4,7.21,8.26,236.0,4600.0,1.3,1.9,0.06,1.1,2.0,10.0,17.0,79.0,2022,4,Excellent,Neutral (6.5–8.5)
4616,"RIVER             BANJAR RIVER   NEAR   ROAD BRIDGE,               VILL.
KHARRADHAR MALANJKHAND.",MADHYA PRADESH,18.4,26.6,7.4,7.9,7.31,8.16,189.0,410.0,1.4,1.9,0.27,1.6,2.0,12.0,17.0,48.0,2022,4,Excellent,Neutral (6.5–8.5)
2115,RIVER     TAPTI     AT     NEPA NAGAR    100    METRE    D/S AFTER   MIXING   PANDHAR NALLA,MADHYA PRADESH,20.0,22.5,6.0,8.3,7.25,8.5,273.0,488.0,1.2,1.4,0.73,1.16,3538.5852697095434,94402.99494284726,40.0,63.0,2022,3,Good,Neutral (6.5–8.5)
9,RIVER              TAPI              AT NEPANAGAR,MADHYA PRADESH,20.0,22.0,6.3,8.4,7.41,8.7,293.0,463.0,1.1,1.2,0.7343646138807429,1.11,3538.5852697095434,94402.99494284726,40.0,47.0,2022,2,Moderate,Neutral (6.5–8.5)
10,RIVER              TAPI              AT BURHANPUR,MADHYA PRADESH,20.0,22.0,3.0,8.0,7.45,8.5,220.0,1782.0,1.1,8.0,0.79,2.0,170.0,170.0,63.0,920.0,2022,2,Moderate,Neutral (6.5–8.5)
1250,RIVER TAPI AT HATNUR,MADHYA PRADESH,20.0,22.0,3.6,8.3,7.6,8.5,195.0,1157.0,1.1,4.0,0.72,1.84,94.0,94.0,58.0,920.0,2022,2,Moderate,Neutral (6.5–8.5)
1466,"RIVER   TAPI   AT   VILLAGE KHEDI,  NEAR  AMARAWATI
ROAD BRIDGE , BETUL",MADHYA PRADESH,19.0,22.0,7.2,7.2,7.73,8.34,611.0,816.0,1.4,1.8,2.8,3.0,4.0,4.0,21.0,28.0,2022,4,Excellent,Neutral (6.5–8.5)
46,"RIVER      TAPI      AT      UKAI, SHERULA BRIDGE",GUJARAT,28.0,32.0,6.9,7.5,7.91,8.5,369.0,513.0,2.6251969852689276,5.892971727105102,0.32,0.41,4.0,17.0,12.0,40.0,2022,3,Good,Neutral (6.5–8.5)
1247,"RIVER TAPI AT MANDAVI,",GUJARAT,25.0,30.0,7.0,7.8,8.1,8.43,352.0,3552.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,4.0,10.0,6.0,33.0,2022,3,Good,Neutral (6.5–8.5)
1983,"RIVER TAPI NEAR BARDOLI (KAPP                         BRIDGE) BARDOLIKAKRAPAR,SURAT",GUJARAT,25.0,30.0,6.8,7.3,7.22,8.45,356.0,4884.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,4.0,17.0,2022,2,Moderate,Neutral (6.5–8.5)
47,"RIVER  TAPI  AT  KATHORE, (NH-8  BRIDGE)RIVER  TAPI AT        KATHORE,        (NH-8
BRIDGE) U/S OF SURAT",GUJARAT,25.0,30.0,6.8,7.3,7.84,8.5,363.0,7656.0,1.1,1.1,0.7343646138807429,0.38,6.0,14.0,22.0,34.0,2022,4,Excellent,Neutral (6.5–8.5)
1248,"RIVER  TAPI  AT  SURAT  U/S KATHORE,RIVER            TAPI NEAR               LIMDESHWAR
MAHDEV AT KATHOR",GUJARAT,24.0,30.0,6.7,7.2,7.74,8.48,375.0,4412.0,1.1,1.2,0.7343646138807429,0.9,6.0,17.0,27.0,48.0,2022,4,Excellent,Neutral (6.5–8.5)
1982,"RIVER   TAPI   AT   RANDER
BRIDGE, SURATRANDER,SURAT",GUJARAT,25.0,31.0,6.8,7.4,7.9,8.5,370.0,780.0,1.1,1.2,0.7343646138807429,0.34,6.0,17.0,26.0,48.0,2022,4,Excellent,Neutral (6.5–8.5)
2071,"RIVER     TAPI     AT     ONGC BRIDGE   AT   SURAT,   DIST. SURATHAZIRA,SURAT",GUJARAT,28.0,33.0,5.8,6.6,7.22,8.54,1537.0,49720.0,1.4,2.5,0.7343646138807429,0.45,6.0,14.0,31.0,48.0,2022,3,Good,Neutral (6.5–8.5)
30045,"RIVER              TAPI              AT KUKURMUNDA         BRIDGE, NIZHAR        ROAD,        NEAR VILLAGE       KUKURMUNDA, GUJARAT   (MAHARASHTRA
AND GUJARAT)",GUJARAT,23.0,23.0,6.6,6.6,7.89,7.89,430.0,430.0,1.5,1.5,1.27,1.27,1100.0,1100.0,2200.0,2200.0,2022,3,Good,Neutral (6.5–8.5)
30043,"RIVER     TAPI     AT     AJNAD, (MAHARASHTRA)",MAHARASHTRA,23.0,23.0,5.8,5.8,8.5,8.5,463.0,463.0,3.8,3.8,4.08,4.08,10.0,10.0,225.0,225.0,2022,3,Good,Neutral (6.5–8.5)
1251,"RIVER      TAPI      AT      U/S, BHUSAWAL,VILLAGE. BHUSAWAL             RAILWAY
COLONY,                    TALUKA. BHUSAWAL,           DISTRICT.
JALGAON.",MAHARASHTRA,20.0,29.0,5.5,5.9,7.2,8.0,395.0,784.0,3.2,3.6,0.7343646138807429,2.04,4.0,11.0,43.0,79.0,2022,3,Good,Neutral (6.5–8.5)
1313,"RIVER     TAPI     AT     AJNAD VILLAGE,  VILLAGE.AJNAD  ,
TALUKA.                       RAVER, DISTRICT.JALGAON.",MAHARASHTRA,20.0,29.0,5.4,6.0,7.2,8.1,387.0,788.0,3.0,4.0,0.7343646138807429,2.04,4.0,11.0,43.0,79.0,2022,3,Good,Neutral (6.5–8.5)
1314,"RIVER     TAPI     AT     UBAD VILLAGE                           NEAR GUJRATBORDER,    VILLAGE. UBAD,  TALUKA.  SHAHADA, DISTRICT. NANDURBAR.",MAHARASHTRA,16.0,26.0,5.4,6.2,7.2,8.1,286.0,860.0,2.2,3.6,0.7343646138807429,1.86,4.0,11.0,43.0,70.0,2022,3,Good,Neutral (6.5–8.5)
3203,"RIVER  AMRAVATI  AT VILLAGE DADHAL , TA ANKLESHWAR, BHARUCHNR RAILWAY  BRIDGE,  AT VILLAGE   DHADHAL   , TA:        ANKLESHWAR,
DIST BHARUCH",GUJARAT,27.0,35.0,3.9,7.4,7.59,8.27,374.0,1020.0,1.2,5.0,0.7343646138807429,0.97,27.0,94.0,110.0,170.0,2022,2,Moderate,Neutral (6.5–8.5)
2666,"RIVER GOMAI  D/S. OF SHAHADA,     VILLAGE- SHAHADA,TALUKA- DHULE,DISTRICT-
DHULE.",MAHARASHTRA,14.0,25.0,5.3,6.0,7.4,7.7,405.0,804.0,3.2,3.8,0.7343646138807429,5.58,4.0,11.0,46.0,79.0,2022,3,Good,Neutral (6.5–8.5)
2659,"RIVER BURAI  BEFORE CONFLUENCE TO TAPI RIVER,             VILLAGE- MUKUDAS,     TALUKA-
DHULE,",MAHARASHTRA,20.0,20.0,6.0,6.1,7.6,7.7,389.0,404.0,3.2,3.4,0.7343646138807429,0.57,4.0,4.0,42.0,43.0,2022,3,Good,Neutral (6.5–8.5)
2070,"RIVER  KIM  AT  SAHOL BRIDGE,               OLPAD HANSOT  ROAD,   DIST. SURATSAHOL,   OLPAD HANSOT ROAD, SAHOL
BRIDGE,SURAT",GUJARAT,25.0,32.0,5.4,6.9,7.73,8.63,501.0,7539.0,1.8,2.8,0.7343646138807429,0.36,4.0,21.0,21.0,58.0,2022,3,Good,Neutral (6.5–8.5)
2127,"RIVER   DENWA   NEAR SARNI, ROAD BRIDGE",MADHYA PRADESH,20.0,22.0,7.2,7.2,8.14,8.14,711.0,719.0,1.2,1.8,2.8,3.0,4.0,4.0,21.0,23.0,2022,4,Excellent,Neutral (6.5–8.5)
1252,"RIVER       GIRNA       AT JALGAON   AT   INTAKE OF       GIRNA       PUMP HUOSE,           VILLAGE- GIRNA   PUMP   HOUSE AREA,               TALUKA- JALGAON,     DISTRICT-
JALGAON.",MAHARASHTRA,20.0,24.0,5.3,6.0,7.3,7.7,415.0,812.0,3.0,3.8,0.7343646138807429,5.23,4.0,4.0,43.0,46.0,2022,3,Good,Neutral (6.5–8.5)
1253,"RIVER       GIRNA       AT MALEGAON          ROAD BRIDGE,          VILLAGE. MALEGAON,   TALUKA. MALEGAON,
DISTRICT. NASHIK.",MAHARASHTRA,17.0,27.0,4.6,6.0,7.2,7.9,234.0,1068.0,3.2,4.8,0.7343646138807429,2.71,4.0,6.0,43.0,63.0,2022,2,Moderate,Neutral (6.5–8.5)
1907,"RIVER        RANGAVALI AT  D/S  OF  NAVAPUR NEAR          RANGAVALI
BRIDGE,          VILLAGE- NAVAPUR,      TALUKA- NAVAPUR,    DISTRICT- NANDURBAR.",MAHARASHTRA,20.0,26.0,5.2,5.9,7.3,7.9,371.0,4750.0,2.8,4.0,0.7343646138807429,5.39,4.0,6.0,43.0,63.0,2022,3,Good,Neutral (6.5–8.5)
2658,"RIVER  BORI     D/S  OF AMALNER,     VILLAGE- AMALNER,     TALUKA-
JALGAON,     DISTRICT- JALGAON.",MAHARASHTRA,23.0,24.0,5.1,5.8,7.6,7.9,414.0,747.0,3.4,4.0,0.7343646138807429,3.8,4.0,6.0,43.0,63.0,2022,3,Good,Neutral (6.5–8.5)
2667,"RIVER     HIWARA     AT D/S      OF      PACHORA, VILLAGE- PACHORA,TALUKA-
JALGAON,DISTRICT- JALGAON.",MAHARASHTRA,22.0,25.0,5.0,5.3,7.6,7.7,416.0,500.0,3.8,4.2,0.7343646138807429,2.9544753347427766,6.0,6.0,46.0,63.0,2022,3,Good,Neutral (6.5–8.5)
2674,"RIVER    MOR        NEAR PADALASHE,
VILLAGE- PADALASHE,TALUKA- JALGAON,     DISTRICT-
JALGAON.",MAHARASHTRA,21.0,25.0,5.1,6.0,7.4,7.7,431.0,608.0,3.2,3.8,0.7343646138807429,0.34,4.0,6.0,43.0,63.0,2022,3,Good,Neutral (6.5–8.5)
2710,"RIVER  TITUR  AT   D/S OF            CHALISGAON, VILLAGE. CHALISGAON,TALUKA. JALGAON,DISTRICT. JALGAON.",MAHARASHTRA,20.0,26.0,5.4,5.5,7.4,7.8,461.0,1634.0,3.6,3.6,0.7343646138807429,0.33,4.0,4.0,43.0,48.0,2022,3,Good,Neutral (6.5–8.5)
2718,"RIVER   WAGHUR   AT- SAKEGAON      BEFORE CONFLUENCE      WITH TAPI RIVER,  VILLAGE- SAKEGAON,   TALUKA-
JALGAON,",MAHARASHTRA,20.0,25.0,5.4,6.2,7.1,7.7,351.0,505.0,3.0,3.6,0.7343646138807429,2.22,4.0,6.0,46.0,58.0,2022,3,Good,Neutral (6.5–8.5)
2684,"RIVER PANZARA NEAR PANZARAKAN         SSK LTD,                 VILLAGE-
PANZARA,TALUKA- DHULE,",MAHARASHTRA,16.0,24.0,5.1,5.9,7.4,8.0,431.0,965.0,3.0,4.2,0.7343646138807429,4.81,4.0,11.0,43.0,79.0,2022,3,Good,Neutral (6.5–8.5)
1913,"RIVER      PURNA      AT DHUPESHWAR AT U/S OF                MALKAPUR
WATER              WORKS, MALKAPUR,",MAHARASHTRA,24.0,26.0,5.0,6.3,7.8,8.2,890.0,11800.0,3.0,5.0,0.7343646138807429,2.12,17.0,38.0,140.0,210.0,2022,3,Good,Neutral (6.5–8.5)
2155,"RIVER  PURNA  AT  D/S OF   CONFLUENCE   OF MORNA      &      PURNA RIVER     AT     ANDURA VILLAGE,        VILLAGE- ANDURA,        TALUKA- BALAPUR,  DISTRICT  -
AKOLA.",MAHARASHTRA,25.0,26.0,5.3,5.9,8.1,8.5,980.0,9546.0,3.5,5.2,0.7343646138807429,5.33,26.0,41.0,170.0,210.0,2022,3,Good,Neutral (6.5–8.5)
2695,"RIVER   PEDHI     NEAR ROAD      BRIDGE      AT DADHI-                 PEDHI VILLAGE,        VILLAGE- DADHI-                PEDHI, TALUKA-     BHATKULI,
DISTRICT- AMRAVATI.",MAHARASHTRA,12.0,25.0,2.4,6.0,7.8,8.3,873.0,13040.0,3.5,12.0,0.7343646138807429,1.92,21.0,33.0,94.0,140.0,2022,2,Moderate,Neutral (6.5–8.5)
2700,"RIVER  PURNA    NEAR ACHALPUR- AMRAVATI           ROAD
BRIDGE,          VILLAGE- ASEGAON,TALUKA- CHANDUR          BAZAR, DISTRICT- AMRAVATI.",MAHARASHTRA,15.0,25.0,5.9,7.0,7.6,8.5,841.0,12040.0,3.2,4.2,0.7343646138807429,0.72,26.0,40.0,150.0,220.0,2022,3,Good,Neutral (6.5–8.5)
1851,"RIVER      MAHANADI AT  SIHAWA,  ORIGIN POINT     OF     RIVER
MAHANADI",CHHATTISGARH,22.0,32.0,6.8,7.6,7.15,7.57,288.0,358.0,1.6,2.8,0.7343646138807429,2.9544753347427766,2.0,21.0,2.0,48.0,2022,4,Excellent,Neutral (6.5–8.5)
1264,"RIVER      MAHANADI AT                      RUDRI
RESERVOIR  U/S  AT RUDRI,DHAMTARI",CHHATTISGARH,22.0,31.0,7.0,7.6,7.32,7.67,246.0,378.0,1.2,3.0,0.7343646138807429,2.9544753347427766,11.0,21.0,17.0,60.0,2022,4,Excellent,Neutral (6.5–8.5)
1099,"RIVER      MAHANADI AT           RAJIM,NEAR ROAD BRIDGE.",CHHATTISGARH,23.0,32.0,5.8,7.2,7.13,7.74,322.0,504.0,2.1,2.9,0.7343646138807429,2.9544753347427766,11.0,14.0,17.0,90.0,2022,4,Excellent,Neutral (6.5–8.5)
1852,"RIVER      MAHANADI
AT   ARRANG,   NEAR GANDHI BRIDGE",CHHATTISGARH,23.0,32.0,6.8,7.3,7.12,7.63,306.0,382.0,2.1,2.9,0.7343646138807429,2.9544753347427766,11.0,14.0,21.0,70.0,2022,4,Excellent,Neutral (6.5–8.5)
1100,RIVER      MAHANADI AT KHAROD,CHHATTISGARH,20.0,36.0,6.5,8.2,7.37,8.22,220.0,379.0,1.8,16.0,2.5,3.2,12.0,48.0,20.0,138.0,2022,3,Good,Neutral (6.5–8.5)
1282,"RIVER      MAHANADI AT SHEORINARAYAN VILLAGE  D/S  NEAR
ROAD BRIDGE",CHHATTISGARH,20.0,33.0,5.5,8.0,7.13,8.9,220.0,664.0,2.0,18.0,3.2,4.8,24.0,92.0,70.0,190.0,2022,2,Moderate,Neutral (6.5–8.5)
1467,"RIVER      MAHANADI AFTER    CONFL.    OF RIVER    MAND,NEAR BALPUR VILLAGE.",CHHATTISGARH,21.2,35.0,6.5,9.2,7.4,8.5,181.0,370.0,2.1,13.0,3.1,3.5,12.0,44.0,28.0,124.0,2022,3,Good,Neutral (6.5–8.5)
1101,"RIVER      MAHANADI AT          INTERSTATE
BOUNDRY,        NEAR SURJGARH VILLAGE",CHHATTISGARH,17.0,29.0,6.8,7.6,7.4,7.6,180.0,296.0,1.1,2.4,0.82,1.24,7.0,33.0,17.0,90.0,2022,4,Excellent,Neutral (6.5–8.5)
4623,"RIVER      MAHANADI NEAR ROAD BRIDGE, BARHI ROAD KATNI.",MADHYA PRADESH,22.7,28.4,7.3,10.0,8.11,8.48,186.0,376.0,1.2,1.8,0.37,1.41,4.0,6.0,33.0,79.0,2022,4,Excellent,Neutral (6.5–8.5)
1281,RIVER      MAHANADI AT                HIRAKUD RESERVOIR,ODISHA,24.0,33.0,7.0,8.2,6.6,8.5,153.0,290.0,1.1,1.4,0.32,1.05,45.0,330.0,130.0,2400.0,2022,4,Excellent,Neutral (6.5–8.5)
30063,RIVER      MAHANADI AT             HIRAKUND (ODISHA),ODISHA,25.0,26.6,8.0,8.8,7.0,7.8,217.0,232.0,2.6251969852689276,5.892971727105102,0.32,0.57,110.0,1700.0,6800.0,28000.0,2022,2,Moderate,Neutral (6.5–8.5)
