Station code,Name of the Monitoring Location,State Name,Temperature 0 C_min,Temperature 0 C_max,Dissolved Oxygen mg L_min,Dissolved Oxygen mg L_MAX,pH6.5 MIN,pH6.5 MAX,Conductivity µmho cm MIN,conductivity µmho cm MAX,Bio-chemical Oxygen Demand mg L,Bio-chemical Oxygen Demand mg L MAX,Nitrate mg L MIN,Nitrate mgL MAX,Fecal Coliform MIN,Fecacal coliform MAX,Total Coliform MPN 100 mL MIN,Total Coliform MPN 100 mL2 MAX,Year,aquatic_score,water_type,pH_category
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD",MADHYA PRADESH,20.0,29.0,6.9,7.5,7.3,8.5,297.0,3786.0,2.6251969852689276,1.2,0.7343646138807429,2.9544753347427766,2.0,2.0,6.0,26.0,2020,4,Excellent,Neutral (6.5–8.5)
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",MADHYA PRADESH,19.0,30.0,6.9,7.3,7.3,8.4,288.0,430.0,2.6251969852689276,1.4,0.7343646138807429,2.9544753347427766,2.0,2.0,4.0,25.0,2020,4,Excellent,Neutral (6.5–8.5)
2124,"BETWA AT CHARANTIRGHAT, VIDISHA",MADHYA PRADESH,20.0,32.0,7.9,8.7,7.4,8.4,263.0,3609.0,1.0,2.4,0.7343646138807429,6.2,2.0,35000.0,94.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
2125,"BETWA D/S AFTER MIXING OF RIVER BAIS AT
VIDISHA",MADHYA PRADESH,19.0,33.0,6.4,9.0,6.6,8.2,248.0,688.0,1.0,2.8,0.7343646138807429,15.05,2.0,24000.0,130.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
3832,BETWA AT U/S NEAR ROAD BRIDGE ORCHHA,MADHYA PRADESH,17.0,31.0,6.7,7.5,7.0,7.8,228.0,337.0,2.6251969852689276,1.4,0.7343646138807429,2.9544753347427766,2.0,2.0,4.0,26.0,2020,4,Excellent,Neutral (6.5–8.5)
30080,"BETWA AT KANJIA ROAD BRIDGE, ASHOK NAGAR
(M.P.)",INTER-STATE,20.0,21.5,8.7,10.2,7.9,8.1,388.0,493.0,1.8,2.3,0.55,0.82,2.0,200.0,200.0,400.0,2020,4,Excellent,Neutral (6.5–8.5)
2953,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN,
KOTA,",RAJASTHAN,20.0,29.0,3.5,6.3,8.3,8.5,330.0,600.0,2.6251969852689276,2.6,1.2,1.7,14.0,39.0,64.0,75.0,2020,3,Good,Neutral (6.5–8.5)
2956,"KALI SINDH AT BAROD ROAD BRIDGE, KOTA",RAJASTHAN,18.0,29.0,3.1,5.9,8.4,8.6,360.0,550.0,1.5,2.8,0.84,2.06,20.0,39.0,28.0,75.0,2020,2,Moderate,Neutral (6.5–8.5)
2950,"DHANARI DAM, NEAR SWAROOPGANJ, SIROHI,",RAJASTHAN,16.5,26.0,3.2,7.3,7.7,8.3,240.0,360.0,1.0,3.2,1.02,2.06,20.0,75.0,64.0,120.0,2020,2,Moderate,Neutral (6.5–8.5)
2951,"BISULPUR DAM, TONK, RAJASTHAN",RAJASTHAN,21.0,32.0,4.5,6.2,7.8,8.4,280.0,410.0,2.6251969852689276,2.6,1.04,1.82,20.0,39.0,28.0,75.0,2020,3,Good,Neutral (6.5–8.5)
2952,"NEAR NEWTA DAM, JAIPUR, RAJASTHAN",RAJASTHAN,18.0,35.0,0.3,7.3,8.6,9.3,950.0,1710.0,2.8,13.5,1.71,3.69,93.0,240.0,210.0,460.0,2020,1,Polluted,Alkaline (>8.5)
2945,"CHHAPI DAM UPSTREAM , JHALAWAR,",RAJASTHAN,21.0,30.0,5.2,6.8,8.2,8.4,250.0,380.0,2.6251969852689276,2.1,0.74,1.82,21.0,39.0,28.0,64.0,2020,4,Excellent,Neutral (6.5–8.5)
2946,"UJAD AT BHIM SAGAR DAM UPSTREAM ,
JHALAWAR,",RAJASTHAN,21.0,30.0,4.0,6.3,8.1,8.4,230.0,330.0,1.0,2.0,0.58,1.84,14.0,75.0,28.0,210.0,2020,3,Good,Neutral (6.5–8.5)
2955,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI
SAGAR DAM",RAJASTHAN,18.0,32.0,4.0,7.9,8.0,8.3,260.0,380.0,2.6251969852689276,2.7,0.8,98.0,21.0,93.0,75.0,240.0,2020,3,Good,Neutral (6.5–8.5)
3309,"CHAMBAL AT TAL VILLAGE NEAR BRIDGE, UJJAIN",MADHYA PRADESH,27.0,29.0,6.8,7.9,7.3,8.5,450.0,2847.0,2.0,6.0,0.7343646138807429,7.42,3.0,430.0,70.0,1600.0,2020,3,Good,Neutral (6.5–8.5)
1365,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT),MADHYA PRADESH,24.0,29.0,6.8,7.7,7.4,8.7,304.0,1054.0,1.9,2.2,0.47,1.19,2.0,4.0,47.0,49.0,2020,3,Good,Neutral (6.5–8.5)
1366,"CHAMBAL AT NAGDA D/S, M.P.",MADHYA PRADESH,24.0,30.0,2.0,6.9,2.0,8.5,587.0,9819.0,3.0,34.0,1.09,7.79,10.0,14000.0,150.0,160000.0,2020,0,Highly Polluted,Acidic (<6.5)
1432,"PARVATI NEAR VILLAGE BATAODAPAR, M.P.",MADHYA PRADESH,18.0,26.0,6.2,7.8,7.3,8.5,202.0,745.0,1.7,2.4,0.7343646138807429,0.8,2.0,4.0,24.0,70.0,2020,4,Excellent,Neutral (6.5–8.5)
2954,"PARVATI BEFORE MEETING RIVER CHAMBAL AT KHATOLI,",RAJASTHAN,19.0,30.0,3.7,7.4,8.3,8.5,400.0,670.0,1.2,2.4,0.84,1.842,20.0,75.0,28.0,120.0,2020,3,Good,Neutral (6.5–8.5)
2109,"PARVATI RIVER, GUNA",MADHYA PRADESH,20.0,26.0,6.8,7.8,7.1,8.6,254.0,1020.0,1.4,2.2,0.7343646138807429,0.8,2.0,4.0,22.0,63.0,2020,3,Good,Neutral (6.5–8.5)
2126,"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",MADHYA PRADESH,11.0,26.0,6.8,7.5,7.3,8.1,358.0,680.0,1.4,2.4,0.7343646138807429,1.0,2.0,4.0,28.0,79.0,2020,4,Excellent,Neutral (6.5–8.5)
1367,KHAN AT KABIT KHEDI (NEAR INDORE) M.P.,MADHYA PRADESH,20.0,25.0,0.8,2.1,7.2,7.9,937.0,10301.0,7.0,26.0,3.69,7.96,170.0,1600.0,1500.0,2200.0,2020,1,Polluted,Neutral (6.5–8.5)
2110,"KHAN AT SAKKAR KHADI, INDORE",MADHYA PRADESH,19.0,25.0,0.8,2.0,7.1,7.8,907.0,1440.0,10.0,28.0,3.1,8.05,150.0,1600.0,1200.0,2200.0,2020,1,Polluted,Neutral (6.5–8.5)
2111,KHAN AT SANWER,MADHYA PRADESH,15.0,25.0,2.4,5.4,7.2,7.7,805.0,4076.0,2.6,14.0,2.15,7.22,17.0,1600.0,540.0,1600.0,2020,1,Polluted,Neutral (6.5–8.5)
1369,"KSHIPRA AT RAMGHAT AT UJJAIN, M.P.",MADHYA PRADESH,20.0,30.0,6.2,7.7,7.7,8.4,543.0,1318.0,4.0,8.0,0.95,2.5,34.0,5400.0,920.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
1370,"KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF
SANGAM), M.P.",MADHYA PRADESH,29.0,29.0,7.0,7.9,7.3,8.3,549.0,1250.0,3.2,6.0,0.83,2.01,24.0,5400.0,1600.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
1468,"KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN., M.P.",MADHYA PRADESH,22.0,29.0,5.9,8.1,7.3,8.5,561.0,1792.0,6.0,15.0,1.06,2.81,540.0,54000.0,1600.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
3315,"KSHIPRA AT GAUGHAT, UJJAIN",MADHYA PRADESH,25.0,29.0,6.5,7.8,7.6,8.5,532.0,1363.0,3.4,7.0,0.92,2.7,36.0,5400.0,1400.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
3316,"KSHIPRA AT U/S OF MAHIDPUR CITY, UJJAIN",MADHYA PRADESH,26.0,29.0,6.6,7.6,7.1,8.4,568.0,1942.0,2.0,4.0,0.4,1.93,3.0,540.0,70.0,9200.0,2020,2,Moderate,Neutral (6.5–8.5)
3317,"KSHIPRA AT W/S INTAKE POINT OF DEWAS, UJJAIN",MADHYA PRADESH,22.0,26.0,7.0,7.5,7.2,7.9,300.0,674.0,1.6,14.0,0.7343646138807429,1.7,2.0,10.0,26.0,58.0,2020,3,Good,Neutral (6.5–8.5)
2724,"SUSWA RIVER AT MATHURAWALA, DEHRADUN",UTTARAKHAND,17.0,26.0,2.6,4.2,6.6,8.3,390.0,1153.0,26.0,34.0,0.7343646138807429,2.85,2.0,1600.0,2.0,1600.0,2020,1,Polluted,Neutral (6.5–8.5)
2734,BHELLA RIVER U/S KASHIPUR,UTTARAKHAND,8.0,39.0,3.2,8.4,7.0,8.1,158.0,440.0,3.0,7.9,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
2735,BHELLA RIVER AT LOHIYA BRIDGE D/S KASHIPUR,UTTARAKHAND,8.0,39.0,0.2,4.0,6.2,7.6,330.0,690.0,18.0,28.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,0,Highly Polluted,Acidic (<6.5)
2732,DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,UTTARAKHAND,8.0,39.0,3.4,7.8,7.2,8.4,240.0,520.0,4.0,15.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
2733,DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,UTTARAKHAND,8.0,32.0,0.3,3.4,7.1,7.9,410.0,650.0,6.0,26.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
2731,KOSHI RIVER AT KASHIPUR BAJPUR ROAD BRIDGE,UTTARAKHAND,17.0,40.0,3.2,6.7,7.3,8.3,200.0,450.0,3.0,4.9,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
2728,GOLA RIVER AT HALDWANI,UTTARAKHAND,14.0,27.0,6.2,8.0,7.2,8.1,180.0,280.0,1.2,3.6,0.7343646138807429,2.9544753347427766,110.0,110.0,170.0,170.0,2020,3,Good,Neutral (6.5–8.5)
2729,KICHHA RIVER AT KICHHA U.S. NAGAR,UTTARAKHAND,10.0,39.0,2.4,6.9,7.0,8.8,310.0,820.0,3.0,12.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,0,Highly Polluted,Neutral (6.5–8.5)
2730,PILKHAR RIVER AFTER BILASPUR RAMPUR,UTTARAKHAND,9.0,33.0,4.0,7.2,7.1,8.2,320.0,580.0,4.0,9.2,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
2736,"NANDOUR RIVER U/S SITARGANJ INDUSTRIAL AREA, Us NAGAR",UTTARAKHAND,10.0,33.0,3.0,6.9,7.0,8.5,180.0,310.0,5.0,9.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
2737,"NANDOUR RIVER D/S SITARGANJ INDUSTRIAL AREA, Us NAGAR",UTTARAKHAND,10.0,41.0,2.6,6.3,7.5,8.9,170.0,520.0,2.5,12.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,0,Highly Polluted,Neutral (6.5–8.5)
3439,"KALYANI RIVER AT D/S PANTNAGAR INDUSTRIAL AREA, Us NAGAR",UTTARAKHAND,10.0,39.0,1.4,7.3,6.9,7.9,410.0,760.0,4.1,20.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
3438,"KALYANI RIVER AT U/S PANTNAGAR INDL AREA, Us NAGAR",UTTARAKHAND,10.0,39.0,2.0,8.0,7.1,8.5,260.0,540.0,3.0,10.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2020,1,Polluted,Neutral (6.5–8.5)
1064,"RAMGANGA AT KANNAUJ (BEFORE CONF.), U.P",UTTAR PRADESH,16.0,32.0,5.9,10.3,7.8,8.5,296.0,616.0,2.8,5.0,0.7343646138807429,2.9544753347427766,3200.0,17000.0,5800.0,26000.0,2020,2,Moderate,Neutral (6.5–8.5)
30078,RAMGANGA AT D/S KALAGARH DAM (U.K.),INTER-STATE,16.0,16.0,8.5,9.5,6.8,7.4,185.0,195.0,1.1,1.9,0.7343646138807429,0.67,450.0,23000.0,780.0,490000.0,2020,3,Good,Neutral (6.5–8.5)
30077,"RAMGANGA AT D/S SHERKOT, KALAGARH (U.P.)",INTER-STATE,16.0,16.2,7.0,9.0,6.9,7.3,152.0,359.0,1.0,2.9,0.7343646138807429,0.55,2.0,7800.0,780.0,23000.0,2020,3,Good,Neutral (6.5–8.5)
2497,"RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD, VILL. KOL, MEERUT",UTTAR PRADESH,14.0,23.0,0.3,0.3,7.2,7.6,1000.0,1590.0,47.0,67.0,21.4,44.4,120000.0,120000.0,110000.0,260000.0,2020,1,Polluted,Neutral (6.5–8.5)
1477,KALINADI AT U/S OF MUZAFFAR NAGAR U.P.,UTTAR PRADESH,17.89136416861827,28.005412521942656,0.3,6.2,7.2,7.8,331.0,427.0,4.8,10.0,0.54,1.28,270.0,140000.0,3500.0,1600000.0,2020,1,Polluted,Neutral (6.5–8.5)
1478,"KALINADI AT D/S OF MUZAFFAR NAGAR, U.P.",UTTAR PRADESH,17.89136416861827,28.005412521942656,0.3,0.3,6.8,7.7,625.0,1805.0,24.0,440.0,0.51,7.31,490000.0,35000000.0,790000.0,54000000.0,2020,1,Polluted,Neutral (6.5–8.5)
1065,"KALINADI AT KANNAUJ (BEFORE CONF.), U.P",UTTAR PRADESH,16.0,30.0,5.5,8.2,7.4,7.9,278.0,1135.0,3.0,6.0,0.7343646138807429,2.9544753347427766,2000.0,11000.0,4200.0,27000.0,2020,2,Moderate,Neutral (6.5–8.5)
30037,BANGANGA AT U/S IDRISHPUR (U.K.),UTTAR PRADESH,17.89136416861827,28.005412521942656,3.6,7.6,7.7,7.9,524.0,582.0,1.4,6.9,0.66,3.22,78.0,790.0,1300.0,5400.0,2020,1,Polluted,Neutral (6.5–8.5)
30038,"BANGANGA AT D/S SHUKRATAL (BEFORE
CONFLUENCE OF LAKSAR DRAIN )",UTTAR PRADESH,17.89136416861827,28.005412521942656,5.7,7.2,7.6,7.9,415.0,496.0,1.0,2.7,0.61,3.35,78.0,7900.0,170.0,17000.0,2020,3,Good,Neutral (6.5–8.5)
2482,"RIVER VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,18.5,32.0,6.2,8.7,8.2,8.9,236.0,522.0,2.8,3.6,0.7343646138807429,0.35,800.0,1700.0,2100.0,3400.0,2020,1,Polluted,Neutral (6.5–8.5)
2483,"RIVER VARUNA B/C WITH RIVER GANGA AT
VARANASI",UTTAR PRADESH,18.5,32.5,2.1,4.5,7.0,7.8,158.0,782.0,7.6,18.2,0.7343646138807429,1.42,33000.0,70000.0,49000.0,110000.0,2020,1,Polluted,Neutral (6.5–8.5)
1361,"SAI AT UNNAO AFTER DRAIN OUTFALL, U.P.",UTTAR PRADESH,18.0,32.0,6.0,9.2,7.7,8.3,224.0,487.0,3.1,3.9,0.7343646138807429,2.9544753347427766,2600.0,4300.0,4600.0,9400.0,2020,2,Moderate,Neutral (6.5–8.5)
2484,"RIVER SAI AT JALALPUR, JAUNPUR",UTTAR PRADESH,18.5,32.5,6.2,8.6,7.9,8.5,248.0,486.0,2.8,3.9,0.7343646138807429,0.4,6300.0,13000.0,11000.0,21000.0,2020,2,Moderate,Neutral (6.5–8.5)
1350,"GOMTI AT SITAPUR U/S AT WATER INTAKE, U.P.",UTTAR PRADESH,12.5,35.0,6.1,12.4,7.7,8.6,244.0,436.0,1.9,2.8,0.7343646138807429,1.45,330.0,2200.0,790.0,2600.0,2020,2,Moderate,Neutral (6.5–8.5)
1351,"GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,
U.P.",UTTAR PRADESH,12.0,33.5,4.0,11.6,7.6,8.4,282.0,495.0,2.5,4.0,0.7343646138807429,2.0,2300.0,9300.0,3300.0,14000.0,2020,1,Polluted,Neutral (6.5–8.5)
1352,"GOMTI AT LUCKNOW D/S, U.P.",UTTAR PRADESH,13.0,34.5,1.5,3.8,7.3,7.8,309.0,680.0,8.5,12.5,0.7343646138807429,3.8,49000.0,130000.0,130000.0,350000.0,2020,1,Polluted,Neutral (6.5–8.5)
1353,"GOMTI AT JAUNPUR D/S, U.P.",UTTAR PRADESH,18.0,32.5,6.0,8.7,7.9,8.7,250.0,548.0,3.5,4.6,0.7343646138807429,0.5,4600.0,14000.0,9000.0,26000.0,2020,1,Polluted,Neutral (6.5–8.5)
1072,"GOMTI AT VARANASI, U.P",UTTAR PRADESH,18.0,32.5,6.2,8.8,8.0,8.7,248.0,534.0,3.1,4.3,0.7343646138807429,0.6,3300.0,13000.0,7000.0,23000.0,2020,1,Polluted,Neutral (6.5–8.5)
10095,RIVER GOMTI AT SULTANPUR U/S,UTTAR PRADESH,21.0,28.0,5.8,7.0,7.8,8.3,311.0,369.0,4.5,4.9,0.7343646138807429,0.82,4300.0,5200.0,7900.0,8300.0,2020,2,Moderate,Neutral (6.5–8.5)
10096,RIVER GOMTI AT SULTANPUR D/S,UTTAR PRADESH,21.0,28.0,6.0,7.2,7.7,8.2,309.0,361.0,4.4,4.7,0.7343646138807429,0.8,4100.0,4900.0,7000.0,8000.0,2020,2,Moderate,Neutral (6.5–8.5)
10097,RIVER GOMTI AT JAUNPUR U/S,UTTAR PRADESH,18.0,32.5,6.4,9.3,8.1,8.6,238.0,506.0,2.0,3.6,0.7343646138807429,0.4,500.0,1400.0,1300.0,3100.0,2020,1,Polluted,Neutral (6.5–8.5)
2491,"RIVER RAPTI AT RAJGHAT, GORAKHPUR",UTTAR PRADESH,16.0,28.0,7.0,7.8,7.4,7.7,326.0,356.0,5.0,6.0,0.7343646138807429,2.9544753347427766,20000.0,30000.0,42000.0,50000.0,2020,2,Moderate,Neutral (6.5–8.5)
1363,"RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH
RLY BRIDGE, GORAKHPUR, U.P.",UTTAR PRADESH,16.0,26.0,7.4,8.5,7.5,8.1,272.0,298.0,3.4,4.6,0.7343646138807429,2.9544753347427766,6000.0,20000.0,22000.0,30000.0,2020,2,Moderate,Neutral (6.5–8.5)
1354,"SARYU AT AYODHYA AT MAIN BATHING GHAT,",UTTAR PRADESH,18.0,24.0,9.0,10.8,7.7,7.8,201.0,311.0,2.7,3.2,0.7343646138807429,0.7,1100.0,2900.0,2100.0,3900.0,2020,2,Moderate,Neutral (6.5–8.5)
1355,"GHAGHARA AT DEORIA D/S, U.P.",UTTAR PRADESH,16.0,26.0,7.2,8.0,7.4,7.8,312.0,332.0,3.2,4.4,0.7343646138807429,2.9544753347427766,11000.0,25000.0,22000.0,33000.0,2020,2,Moderate,Neutral (6.5–8.5)
2492,"RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,18.0,28.0,6.9,7.8,7.6,7.8,378.0,398.0,3.9,7.8,0.7343646138807429,2.9544753347427766,18000.0,34000.0,34000.0,52000.0,2020,2,Moderate,Neutral (6.5–8.5)
1076,"GHAGHARA NEAR CHAPRA, RIBILGANJ, SARAN",BIHAR,16.0,30.0,5.8,10.0,7.3,8.5,160.0,389.0,1.4,2.5,0.7343646138807429,0.45,2200.0,160000.0,11000.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
1359,"RIHAND AT RENUKUT U/S, U.P.",UTTAR PRADESH,17.0,29.0,7.5,10.2,3.1,8.3,224.0,322.0,1.4,7.6,0.7343646138807429,2.9544753347427766,200.0,800.0,800.0,14000.0,2020,1,Polluted,Acidic (<6.5)
1360,"RIHAND AT RENUKUT D/S, U.P.",UTTAR PRADESH,17.0,30.0,7.2,9.5,6.3,8.5,238.0,340.0,2.5,3.5,0.7343646138807429,2.9544753347427766,800.0,2100.0,2200.0,4300.0,2020,1,Polluted,Acidic (<6.5)
1075,"SONE AT KOELWAR, BHOJPUR",BIHAR,11.0,36.0,6.5,10.0,7.5,8.3,184.0,511.0,1.2,2.2,0.7343646138807429,0.64,1300.0,160000.0,3300.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
3121,"SONE RIVER NEAR BANZARI, ROHTAS",BIHAR,17.0,29.0,6.9,8.8,7.5,8.3,72.0,218.0,1.3,2.2,0.7343646138807429,0.64,1700.0,160000.0,3900.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
3127,"SONE RIVER AT BAHIYARA, BHOJPUR",BIHAR,19.0,36.0,6.6,10.0,7.6,8.5,151.0,242.0,1.2,2.3,0.7343646138807429,0.34,1300.0,92000.0,1700.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
3128,"SONE RIVER AT NASIRIGANJ DAM, ROHTAS",BIHAR,14.0,29.0,6.2,8.5,7.4,8.4,135.0,470.0,1.1,2.4,0.7343646138807429,0.69,1100.0,160000.0,2600.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
2556,"SONE AT INDRAPURI, DEHRI ON SONE, ROHTAS",BIHAR,16.0,29.0,6.7,8.9,7.6,8.3,131.0,201.0,1.1,2.5,0.7343646138807429,0.52,936.0,160000.0,2100.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
4406,"SONE AT OBRA, AURANGABAD",BIHAR,14.0,30.0,5.1,9.6,7.6,8.6,218.0,541.0,1.3,2.9,0.7343646138807429,0.39,3300.0,160000.0,28000.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
4407,"SONE AT WATER INTAKE POINT BHARTIYA RAIL BIJALI CO. LTD. (BRBCL), NAVINAGAR, AURANGABAD",BIHAR,13.0,29.0,6.7,9.2,7.5,8.2,187.0,470.0,1.0,2.4,0.7343646138807429,2.9544753347427766,11000.0,160000.0,28000.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
4298,"ROAD BRIDGE-DEHRI-ON-SONE, ROHTAS",BIHAR,16.0,30.0,6.5,8.7,7.5,8.3,127.0,470.0,1.2,2.3,0.7343646138807429,0.49,450.0,160000.0,1100.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
1078,"GANDAK AT SONEPUR, PATNA (B/c GANGA), SARAN",BIHAR,13.0,30.0,6.0,9.7,7.4,8.3,175.0,300.0,1.4,2.3,0.7343646138807429,2.9544753347427766,1300.0,160000.0,3300.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
2568,"GANDAK AT REWAGHAT, MUJAFFARPUR",BIHAR,17.0,29.0,6.8,9.5,7.6,8.3,160.0,324.0,1.2,2.1,0.7343646138807429,1.06,1700.0,54000.0,2200.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
3125,GANDAK RIVER GOPALGANJ PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),BIHAR,17.0,30.0,6.4,9.6,7.3,8.7,198.0,332.0,1.4,2.2,0.7343646138807429,0.46,2100.0,54000.0,7000.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
10126,"GANDAK AT KONHARA GHAT, VAISHALI",BIHAR,14.0,30.0,6.3,9.5,7.2,8.3,192.0,295.0,1.4,2.8,0.7343646138807429,0.35,1700.0,92000.0,7900.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
10163,"GANDAK AT ROAD BRIDGE, U/S HAJIPUR",BIHAR,14.0,30.0,6.5,9.9,7.5,8.5,185.0,306.0,1.3,3.5,0.7343646138807429,0.61,1100.0,92000.0,4000.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
2575,"SIKRAHNA RIVER AT LAL PARSE, BITTIAH, EAST CHAMPARAN",BIHAR,18.0,30.0,4.5,8.2,7.4,7.9,185.0,489.0,1.6,7.2,0.7343646138807429,0.85,11000.0,160000.0,11000.0,160000.0,2020,1,Polluted,Neutral (6.5–8.5)
1820,"SIKRAHNA AT CHANPATIYA, EAST CHAMPARAN",BIHAR,14.0,31.0,3.6,8.2,7.2,8.1,224.0,488.0,1.2,7.2,0.7343646138807429,2.9544753347427766,4900.0,160000.0,11000.0,160000.0,2020,1,Polluted,Neutral (6.5–8.5)
3134,"SIKRAHNA RIVER AT LAUREA, HARINAGAR ROAD BRIDGE",BIHAR,13.0,30.0,5.3,9.0,7.5,8.1,224.0,432.0,1.4,2.1,0.7343646138807429,2.9544753347427766,2700.0,160000.0,14000.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
4291,"RIVER SIKRAHNA LAURIA-NARKATIAGANJ ROAD BRIDGE, WEST CHAMPARAN",BIHAR,16.0,31.0,1.1,8.5,6.9,8.1,237.0,625.0,1.4,10.0,0.7343646138807429,0.47,7900.0,160000.0,22000.0,160000.0,2020,1,Polluted,Neutral (6.5–8.5)
2570,"BURHI GANDAK AT Z ROAD BRIDGE, SAMASTIPUR",BIHAR,15.0,29.0,5.4,9.1,7.1,8.1,172.0,515.0,1.6,2.3,0.7343646138807429,0.47,4900.0,160000.0,14000.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
3124,BURHI GANDAK RIVER U/S ROAD BRIDGE MUZAFFARPUR (NH),BIHAR,19.0,32.0,5.4,9.9,6.7,8.3,199.0,437.0,2.6251969852689276,3.5,0.7343646138807429,0.5,780.0,35000.0,2100.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
2562,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,18.0,32.0,5.2,9.5,6.8,8.1,192.0,445.0,1.3,2.6,0.7343646138807429,0.51,1100.0,160000.0,7000.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
4403,"BURHI GANDAK AT BARACHAKIA, EAST CHAMPARAN",BIHAR,16.0,40.0,3.5,8.5,7.4,7.9,180.0,613.0,1.2,2.9,0.7343646138807429,2.9544753347427766,1100.0,160000.0,2600.0,160000.0,2020,2,Moderate,Neutral (6.5–8.5)
4300,"LAL BAGLA GHAT, MOTIHARI DHAKA ROAD, EAST CHAMPARA",BIHAR,14.0,30.0,4.4,9.0,7.1,7.9,170.0,469.0,1.5,3.7,0.7343646138807429,0.87,1700.0,35000.0,11000.0,54000.0,2020,1,Polluted,Neutral (6.5–8.5)
4295,"KHAGARIA ROAD BRIDGE, KHAGARIA",BIHAR,18.0,36.0,5.5,9.0,7.0,8.3,252.0,488.0,1.5,2.4,0.7343646138807429,0.36,1700.0,160000.0,3300.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
3126,"U/S HARBORA RIVER, WEST CHAMPARAN",BIHAR,16.0,29.0,6.3,8.9,7.5,8.0,280.0,473.0,1.1,2.0,0.7343646138807429,0.31,1700.0,160000.0,7000.0,160000.0,2020,3,Good,Neutral (6.5–8.5)
